<PR>get_movie_attribute<PRAN>name.genre<PRAV>action<C><U>Hello! Do you have any movie showings for today?<A>Yes of course, we have a multitude. Are there any that interest you?<U>I'm looking for any action or horror movies if you have any!<PN>find_movies<PAN>location<PAV>nearby<PR>find_movies<PRAN>name.movie<PRAV>Shuttered<PRAV>Beyond the Storm<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>horror<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond the Storm<PAN>attribute<PAV>name.genre	[A]No problem. There are a couple. Shuttered and Beyond the Storm are a horror and action movie respectively. Do any of these movies interest you?	dlg-352386f0-2162-4302-89bb-aa2f68d7207e
<U>my card is #########<C><U>I would like to book xmen for amc theater in imax<A>ok, at whawt time<U>oh sorry at 9 pm<A>ok, and how many tickets are you purchaing<U>oh, sorry I want two tickets<A>ok, two tickets for xmen at amc in te imax screening<U>yes, that sounds good, ohh do they have 3d<A>yes, they do<U>ok change that to 3d<A>ok, so that is two tickets for 3d screening of xmen at the amc tater<U>yes, that sounds great<A>is there anything else<U>no<A>ok so you can pay or pay there<U>i will pay here<A>ok, enter card number	[PN]book_tickets[PAN]name.movie[PAV]xmen[PAN]name.theater[PAV]amc theater[PAN]num.tickets[PAV]two[PAN]time.showing[PAV]9 pm[PAN]date.showing[PAV]today[PAN]seating[PAV]any	dlg-8458ad7d-a370-46ed-a9af-a5054cfd6f59
<U>What time does Beyond the Storm play tonight?<C><U>I will be staying in Spring Hills tonight. What movies are playing downtown?<PN>find_movies<PAN>location<PAV>Spring Hills<PAN>name.theater<PAV>downtown<PR>find_movies<PRAN>name.movie<PRAV>Beyond the Storm<PRAV>Backcountry<A>Beyond the Storm & Backcountry are at the Cinemark Downtown.<U>What are they about?<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond the Storm<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>Fishing the North Sea gets ugly as Captain John’s crew faces not only severe weather but a traitor on board<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond the Storm<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>James Cameron<A>Beyond The Storm - Fishing the North Sea gets ugly as Captain John’s crew faces not only severe weather but a traitor on board - directed by James Cameron.<U>Sounds good. What is the rating and reviews?<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond the Storm<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>rated PG-13<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond the Storm<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>Rotten Tomatoes gives it 81%<A>Beyond The Storm is rated PG-13 and Rotten Tomatoes gives it 81%.<U>Ok and what about Backcountry?<PN>get_movie_attribute<PAN>name.movie<PAV>Backcountry<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>rated G<PN>get_movie_attribute<PAN>name.movie<PAV>Backcountry<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>Rotten Tomatoes gave it 91%<A>Backcountry is rated G and Rotten Tomatoes gave it 91%.<U>That's a better review. What is the plot?<PN>get_movie_attribute<PAN>name.movie<PAV>Backcountry<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>Explore Yosemite in all its glory in this award winning film that delves into the wonders of one of the United State’s most iconic national parks<A>Explore Yosemite in all its glory in this award winning film that delves into the wonders of one of the United State’s most iconic national parks.<U>What is the genre of Beyond the Storm?<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond the Storm<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>action<A>It's an action flick.	[PN]find_showtimes[PAN]name.movie[PAV]Beyond the Storm[PAN]name.theater[PAV]Cinemark Downtown[PAN]date.showing[PAV]tonight[PAN]time.preference[PAV]tonight	dlg-9fe6683f-af80-459c-b7b7-677eac76d1bf
<U>What is the Rotten Tomatoes score for Five Ways to Wacky?<C><U>Hey, I'm definitely looking forward to seeing a movie with my boyfriend tonight, can you help me pick out a movie?<A>Yes, sure. Where are you located?<U>We're in Hillview, Washington.<A>OK. What type of movie would you like to see?<U>We don't care, as long as it's good.<PN>find_movies<PAN>location<PAV>Hillview, Washington<PR>find_movies<PRAN>name.movie<PRAV>Indulgent<PRAV>Five Ways to Wacky<PN>get_movie_attribute<PAN>name.movie<PAV>Indulgent<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>72% Rotten Tomatoes<A>OK. Indulgent has a 72% Rotten Tomatoes score.<U>What is it rated?<PN>get_movie_attribute<PAN>name.movie<PAV>Indulgent<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>rated R<A>Indulgent is rated R.<U>OK. Is there anything with a less steep rating?<PN>get_movie_attribute<PAN>name.movie<PAV>Five Ways to Wacky<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>rated PG-13<A>Five Ways to Wacky is rated PG-13.	[PN]get_movie_attribute[PAN]name.movie[PAV]Five Ways to Wacky[PAN]attribute[PAV]review.critic	dlg-dfcf20c7-9cb8-4dba-a1a4-685cd7036822
<U>what is the screening type? standard<C><U>Hello, what are the showtimes for Harley Quinn: Birds of prey<A>No problem, i can help you with that, you have a preferred movie theater and date?<U>yes please, Cinemark 18 and XD and for tonight if possible<PN>find_showtimes<PAN>name.movie<PAV>Harley Quinn: Birds of prey<PAN>name.theater<PAV>Cinemark 18 and XD<PAN>date.showing<PAV>tonight<PAN>time.preference<PAV>tonight<PR>find_showtimes<PRAN>time.showing<PRAV>8pm<PRAV>10:45pm<A>Great, i have pulled the information and the two show times are 8pm and 10:45pm will any of these hours work for you?	[A]Yes, both times are standard viewing.	dlg-3eb20926-7128-4b76-aeae-cb6d040edcda
<PR>find_showtimes<PRAN>time.showing<PRAV>4:10pm<PRAV>7:30pm<PRAV>10:15pm<C><U>Hello, I was wondering what movie I should watch? I'm interested in purchasing some tickets.<PN>find_movies<PAN>location<PAV>nearby<PR>find_movies<PRAN>name.movie<PRAV>Not My Problem<PRAV>Family Jewels<PRAV>Shuttered<PRAV>Beyond the Storm<PRAV>Backcountry<A>Great. We have five movies playing right now; Not My Problem, Family Jewels, Shuttered, Beyond the Storm, Backcountry.<U>Okay. Could you tell me a little bit more about a couple of the movies you have? I am not picky on genre. I just want to see a good, quality movie I would enjoy.<A>Of course. We have two highly rated movies. One is action and the other is an outdoor documentary. Which one would you like to hear about first?<U>I want to hear about the action movie first.<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond the Storm<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>rated PG-13<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond the Storm<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>about a fishermen dealing with challenges on board, ie bad weather and a traitor on the ship<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond the Storm<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>rated at 81% on rotten tomatoes<A>Sure. Beyond The Storm is a rated PG-13 movie about a fishermen dealing with challenges on board, ie bad weather and a traitor on the ship. It is rated at 81% on rotten tomatoes.<U>Ooh. That's so interesting and dangerous. I like to so far. Can you tell me more details about this movie.<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond the Storm<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>James Cameron<A>I can tell you it is directed by James Cameron.<U>Okay. Cool.<A>Now I can tell you about the documentary.<U>Great. Let's hear it.<PN>get_movie_attribute<PAN>name.movie<PAV>Backcountry<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>rated G<PN>get_movie_attribute<PAN>name.movie<PAV>Backcountry<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>movie goes into exploring Yosemite, one of the US's most iconic national park<PN>get_movie_attribute<PAN>name.movie<PAV>Backcountry<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>It is rated a little more higher than Beyond The Storm<PN>get_movie_attribute<PAN>name.movie<PAV>Backcountry<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>rated at 91% on Rotten Tomatoes<A>Backcountry is a rated G movie goes into exploring Yosemite, one of the US's most iconic national park. It is rated a little more higher than Beyond The Storm. It is rated at 91% on Rotten Tomatoes.<U>Okay. I liked hearing about these two movies. I am most interested in Backcountry and liked that it is rated very highly. I would like to purchase movie tickets to see this movie.<PN>find_theaters<PAN>name.movie<PAV>Backcountry<PAN>location<PAV>nearby<PR>find_theaters<PRAN>name.theater<PRAV>Cinemark Downtown<PN>find_showtimes<PAN>name.movie<PAV>Backcountry<PAN>name.theater<PAV>Cinemark Downtown<PAN>date.showing<PAV>today<PAN>time.preference<PAV>any	[A]I can help you with that. We have showings at the theater called, Cinemark Downtown. The times are 4:10pm, 7:30pm, 10:15pm. What time would you like to see the movie?	dlg-d0a9ea80-6e2e-4914-9e5a-a5c3baac5125
<PR>find_showtimes<PRAN>time.showing<PRAV>5:00pm<PRAV>7:10pm<PRAV>9:45pm<C><U>Hey there.Please i would love to go out to the movies tonigt.<A>OK. And where will you be seeing the movie?<U>Don't really know but somewhere close by.<A>OK. Can you give me the city and state?<U>Creek's end, Oregon is the city and state.<A>Creek’s End, Oregon. Got it. Is there a particular movie you have in mind?<U>don't really have one in mind but anyone of James Bond's would do.<A>Ok. I think you are talking about No Time To Die. Does that sound right?<U>Yes, that would be cool<PN>find_theaters<PAN>name.movie<PAV>No Time To Die<PAN>location<PAV>Creek’s End, Oregon<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mountain 16<PRAV>AMC Mercado 24<A>I think action movies are always a great choice. In Creek’s End, Oregon, I see that No Time To Die is showing in two theaters: AMC Mountain 16 and AMC Mercado 24.<U>The second one would be better and seems closer to me.<PN>find_showtimes<PAN>name.movie<PAV>No Time To Die<PAN>date.showing<PAV>tonight<PAN>name.theater<PAV>AMC Mercado 24	[A]OK, AMC Mercado 24 it is.	dlg-5907ccd6-6520-4c20-bdca-f68749237038
<PR>resolve_location<PRAN>location<PRAV>Brando, Texas<C><U>I'd like to see a film tonight<A>OK. Do you have anything in mind?<U>No idea at all<A>Sure. And what city are you looking in?<U>I am in brando here in texas you know!<PN>resolve_location<PAN>location<PAV>Brando, Texas	[A]Brando, Texas. Got it. And is there a particular type of movie you’d like to see?	dlg-c938c459-7486-43ec-8561-87b195a49aac
<PR>book_tickets<PRAN>status<PRAV>success<C><U>I want to see a movie but am not sure which one.<A>Ok, first what theater are you going to?<U>Any theater in Spring Hills Kansas.<A>What date will you be going?<U>Tomorrow<A>Do you have any ideas of what type of movie you want to see?<U>My friend and I want to see a comedy.<A>There are two. Not my problem is a comedy and Family Jewels is a romantic comedy.<U>Which on has the better rating?<A>Not my problem but by only two percent.<U>What are the movies rated?<A>Not my problem is PG13 and Family Jewels is R.<U>I’ll pick Family Jewels.<A>That is being played at AMC theater. The times are 2:00, 5:00,and 8:10.<U>I’ll take the 5:00 showing.<A>How many tickets do you need?<U>Two<A>Do you need anything else?<U>No, that will be all.<PN>book_tickets<PAN>name.movie<PAV>Family Jewels<PAN>name.theater<PAV>AMC theater<PAN>num.tickets<PAV>My friend and I<PAN>time.showing<PAV>5:00,and<PAN>date.showing<PAV>Tomorrow<PAN>seating<PAV>any	[A]You are going to see the movie Family Jewels tomorrow at 5:00pm at the AMC theater in Spring Hills, Kansas. I am ordering 2 tickets. Your tickets are confirmed and they’ve been sent to your email address.	dlg-9b909372-6053-4b26-8b6e-fb9a34bab0b1
<U>I'LL TAKE THE EARLIEST SHOW 5:00PM<C><U>I WANNA GO TO THE MOVIES TONIGHT<A>OK. And where will you be seeing the movie?<U>AT THE CREEK'S END OREGON<A>Creek’s End, Oregon. Got it. Is there a particular movie you have in mind?<U>YES. MULAN SINCE KIDS ARE INVOLVED<PN>find_theaters<PAN>name.movie<PAV>Mulan<PAN>location<PAV>Creek’s End, Oregon<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mountain 16<PRAV>AMC Mercado 24<A>Sure. Disney seems like a great choice. In Creek’s End, Oregon, I see that Mulan is showing in two theaters: AMC Mountain 16 and AMC Mercado 24.<U>I PREFER AMC MERCADO 24 .THATS VERY CLOSE TO MY PLACE<PN>find_showtimes<PAN>name.movie<PAV>Mulan<PAN>name.theater<PAV>AMC Mercado 24<PR>find_showtimes<PRAN>time.showing<PRAV>5:00pm<PRAV>7:10pm<PRAV>9:45pm<A>No problem. It looks like tonight’s remaining showtimes for Mulan at AMC Mercado 24 are 5:00pm, 7:10pm, and 9:45pm. Which is best for you?	[A]Great. And how many tickets?	dlg-600d5e50-f6c2-40d7-9067-1d7ae27cbbf3
<PR>find_showtimes<PRAN>time.showing<PRAV>1.30 to 3.10<PRAV>6.10 to 8.30<C><U>hello i need to now that in which theatre playing beyond the stroms<A>just give me second sir<U>oh sure<PN>find_theaters<PAN>name.movie<PAV>beyond the stroms<PAN>location<PAV>nearby<PR>find_theaters<PRAN>name.theater<PRAV>cinemark downtown<A>it was available at cinemark downtown sir<U>oh thats great what about the timing sir<PN>find_showtimes<PAN>name.movie<PAV>beyond the stroms<PAN>name.theater<PAV>cinemark downtown<PAN>date.showing<PAV>today<PAN>time.preference<PAV>afternoon	[A]well there are two shows one was at afternoon 1.30 to 3.10 and the another one was at evening 6.10 to 8.30 sir	dlg-f32d6f20-e67c-466c-b1da-c76e1917a781
